Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
Regular Season,3,Sat,2019-02-09,16:00 (21:00),Metropolitanos,2–1,Carabobo,,Estadio Olímpico,Orlando Bracamonte,Match Report,
Regular Season,3,Sat,2019-02-09,17:00 (22:00),Aragua,0–0,Zulia,,Estadio Olímpico Hermanos Ghersi Páez,Marcos Suárez,Match Report,
Regular Season,3,Sat,2019-02-09,17:00 (22:00),Deportivo Lara,2–0,Monagas,,Estadio Metropolitano de Fútbol de Lara,Yender Herrera,Match Report,
Regular Season,3,Sat,2019-02-09,17:45 (22:45),Portuguesa,1–2,Estud Caracas,,Estadio General José Antonio Páez,Leonardo Caripa,Match Report,
Regular Season,3,Sat,2019-02-09,18:00 (23:00),Zamora,1–0,Estud Mérida,,Estadio Rafael Agustín Tovar,Luis Salas,Match Report,
Regular Season,3,Sun,2019-02-10,15:00 (20:00),Llaneros,3–3,Mineros,216,Estadio Olímpico Rafael Calles Pinto,José Uzcátegui,Match Report,
Regular Season,3,Sun,2019-02-10,16:00 (21:00),Dep Táchira,2–1,Caracas,,Estadio Polideportivo de Pueblo Nuevo,Ángel Arteaga,Match Report,
Regular Season,3,Sun,2019-02-10,16:00 (21:00),Dep La Guaira,1–0,Dep Anzoátegui,,Estadio Olímpico,Eduardo Mármol,Match Report,
Regular Season,3,Sun,2019-02-10,18:00 (23:00),Acad Pr Cabello,1–1,Trujillanos,,Complejo Deportivo Socialista,Yimmy García,Match Report,
,,,,,,,,,,,,
Regular Season,4,Sat,2019-02-16,15:30 (20:30),Dep Anzoátegui,2–3,Llaneros,,Estadio Olímpico General José Antonio An...,José Argote,Match Report,
Regular Season,4,Sat,2019-02-16,16:00 (21:00),Carabobo,2–1,Portuguesa,,Estadio Olímpico Rafael Calles Pinto,Marlon Escalante,Match Report,
Regular Season,4,Sat,2019-02-16,17:00 (22:00),Caracas,1–1,Aragua,,Estadio Olímpico,Luis Salas,Match Report,
Regular Season,4,Sun,2019-02-17,15:00 (20:00),Estud Caracas,0–0,LALA,,Cocodrilos Sports Park,Eduardo Mármol,Match Report,
Regular Season,4,Sun,2019-02-17,15:30 (20:30),Atlé Venezuela,0–2,Dep La Guaira,,Estadio Olímpico General José Antonio An...,Orlando Bracamonte,Match Report,
Regular Season,4,Sun,2019-02-17,16:00 (21:00),Trujillanos,0–2,Metropolitanos,,Estadio José Alberto Pérez,Leonardo Caripa,Match Report,
Regular Season,4,Sun,2019-02-17,16:00 (21:00),Mineros,1–0,Deportivo Lara,,Centro Total de Entretenimiento Cachamay,Juan Soto,Match Report,
Regular Season,4,Sun,2019-02-17,16:30 (21:30),Zulia,2–1,Acad Pr Cabello,,Estadio José Encarnación Pachencho Romer...,Robert Mosqueda,Match Report,
Regular Season,4,Sun,2019-02-17,17:00 (22:00),Estud Mérida,2–1,Dep Táchira,,Estadio Olímpico Metropolitano de Mérida,Ramón Ortega,Match Report,
Regular Season,4,Mon,2019-02-18,17:00 (22:00),Monagas,2–0,Zamora,,Estadio Monumental de Maturín,Yimmy García,Match Report,
,,,,,,,,,,,,
Regular Season,1,Wed,2019-02-20,16:00 (21:00),Carabobo,1–0,Atlé Venezuela,,Estadio Olímpico Rafael Calles Pinto,Isley Delgado,Match Report,
,,,,,,,,,,,,
Regular Season,5,Fri,2019-02-22,15:00 (20:00),Dep Táchira,0–0,Monagas,,Estadio Polideportivo de Pueblo Nuevo,Eduardo Mármol,Match Report,
Regular Season,5,Sat,2019-02-23,15:00 (20:00),LALA,1–2,Carabobo,,Centro Total de Entretenimiento Cachamay,Jesús Valenzuela,Match Report,
Regular Season,5,Sat,2019-02-23,16:00 (21:00),Metropolitanos,0–3,Portuguesa,,Estadio Olímpico,Robert Mosqueda,Match Report,
Regular Season,5,Sat,2019-02-23,17:00 (22:00),Aragua,0–0,Estud Mérida,,Estadio Olímpico Hermanos Ghersi Páez,Orlando Bracamonte,Match Report,
Regular Season,5,Sun,2019-02-24,15:00 (20:00),Llaneros,2–2,Atlé Venezuela,,Estadio Olímpico Rafael Calles Pinto,Yender Herrera,Match Report,
Regular Season,5,Sun,2019-02-24,16:00 (21:00),Dep La Guaira,3–0,Estud Caracas,,Estadio Olímpico,Luis Salas,Match Report,
Regular Season,5,Sun,2019-02-24,16:00 (21:00),Trujillanos,1–2,Zulia,,Estadio José Alberto Pérez,Ángel Arteaga,Match Report,
Regular Season,5,Sun,2019-02-24,17:00 (22:00),Deportivo Lara,3–0,Dep Anzoátegui,,Estadio Metropolitano de Fútbol de Lara,Alexis Herrera,Match Report,
Regular Season,5,Sun,2019-02-24,18:00 (23:00),Acad Pr Cabello,1–0,Caracas,,Complejo Deportivo Socialista,Marcos Suárez,Match Report,
Regular Season,5,Sun,2019-02-24,18:00 (23:00),Zamora,3–0,Mineros,,Estadio Rafael Agustín Tovar,Emikar Caldera,Match Report,
,,,,,,,,,,,,
Regular Season,6,Sat,2019-03-02,15:30 (20:30),Dep Anzoátegui,0–0,Zamora,,Estadio Olímpico General José Antonio An...,Isley Delgado,Match Report,
Regular Season,6,Sat,2019-03-02,16:00 (21:00),Carabobo,3–1,Dep La Guaira,,Estadio Olímpico Rafael Calles Pinto,Yimmy García,Match Report,
Regular Season,6,Sat,2019-03-02,17:00 (22:00),Caracas,1–0,Trujillanos,,Estadio Olímpico,Emikar Caldera,Match Report,
Regular Season,6,Sat,2019-03-02,17:45 (22:45),Portuguesa,0–0,LALA,,Estadio General José Antonio Páez,Luis Salas,Match Report,
Regular Season,6,Sun,2019-03-03,15:00 (20:00),Estud Caracas,3–2,Llaneros,,Cocodrilos Sports Park,Ronny Cueva,Match Report,
Regular Season,6,Sun,2019-03-03,15:30 (20:30),Atlé Venezuela,0–0,Deportivo Lara,,Estadio Olímpico General José Antonio An...,Eduardo Mármol,Match Report,
Regular Season,6,Sun,2019-03-03,16:00 (21:00),Mineros,1–0,Dep Táchira,,Centro Total de Entretenimiento Cachamay,Marcos Suárez,Match Report,
Regular Season,6,Sun,2019-03-03,16:30 (21:30),Zulia,0–2,Metropolitanos,,Estadio José Encarnación Pachencho Romer...,Yender Herrera,Match Report,
Regular Season,6,Sun,2019-03-03,17:00 (22:00),Monagas,0–1,Aragua,,Estadio Monumental de Maturín,Ramón Ortega,Match Report,
Regular Season,6,Sun,2019-03-03,17:00 (22:00),Estud Mérida,1–1,Acad Pr Cabello,,Estadio Olímpico Metropolitano de Mérida,Marlon Escalante,Match Report,
,,,,,,,,,,,,
Regular Season,7,Fri,2019-03-08,16:30 (21:30),Zamora,3–3,Atlé Venezuela,,Estadio Rafael Agustín Tovar,José Argote,Match Report,
Regular Season,7,Sat,2019-03-09,16:00 (21:00),Aragua,2–0,Mineros,,Estadio Olímpico Hermanos Ghersi Páez,Ángel Arteaga,Match Report,
Regular Season,7,Sun,2019-03-10,15:00 (20:00),Llaneros,1–2,Carabobo,,Estadio Olímpico Rafael Calles Pinto,Eduardo Mármol,Match Report,
Regular Season,7,Sun,2019-03-10,16:00 (21:00),Dep La Guaira,2–0,Portuguesa,,Estadio Olímpico,Emikar Caldera,Match Report,
Regular Season,7,Sun,2019-03-10,16:00 (21:00),Trujillanos,0–1,Estud Mérida,,Estadio José Alberto Pérez,Marcos Suárez,Match Report,
Regular Season,7,Sun,2019-03-10,16:00 (21:00),Dep Táchira,3–0,Dep Anzoátegui,,Estadio Polideportivo de Pueblo Nuevo,Jesús Valenzuela,Match Report,
Regular Season,7,Sun,2019-03-10,16:30 (21:30),Zulia,0–0,Caracas,,Estadio José Encarnación Pachencho Romer...,,Match Report,Match awarded to
Regular Season,7,Sun,2019-03-10,18:00 (23:00),Acad Pr Cabello,4–0,Monagas,,Complejo Deportivo Socialista,Leonardo Caripa,Match Report,
Regular Season,7,Mon,2019-03-11,16:00 (21:00),Metropolitanos,4–0,LALA,,Estadio Olímpico,Ramón Ortega,Match Report,
,,,,,,,,,,,,
Regular Season,9,Tue,2019-03-19,16:00 (21:00),Metropolitanos,0–0,Dep La Guaira,,Estadio Olímpico,Orlando Bracamonte,Match Report,
Regular Season,9,Wed,2019-03-20,15:00 (20:00),Trujillanos,0–3,Mineros,,Estadio José Alberto Pérez,,Match Report,Match awarded to Mineros
Regular Season,9,Wed,2019-03-20,15:00 (20:00),Llaneros,1–2,LALA,,Estadio Olímpico Rafael Calles Pinto,Isley Delgado,Match Report,
Regular Season,9,Wed,2019-03-20,16:00 (21:00),Zamora,1–0,Carabobo,,Estadio Rafael Agustín Tovar,Marlon Escalante,Match Report,
Regular Season,9,Wed,2019-03-20,16:00 (21:00),Deportivo Lara,1–1,Portuguesa,,Estadio Metropolitano de Fútbol de Lara,Marcos Suárez,Match Report,
Regular Season,9,Wed,2019-03-20,16:30 (21:30),Acad Pr Cabello,1–3,Dep Anzoátegui,,Complejo Deportivo Socialista,José Uzcátegui,Match Report,
Regular Season,9,Wed,2019-03-20,17:00 (22:00),Aragua,0–3,Atlé Venezuela,,Estadio Olímpico Hermanos Ghersi Páez,Jesús Valenzuela,Match Report,
Regular Season,9,Wed,2019-03-20,17:00 (22:00),Caracas,1–0,Estud Mérida,,Estadio Olímpico,Alexis Herrera,Match Report,
Regular Season,9,Wed,2019-03-20,19:00 (00:00),Dep Táchira,3–2,Estud Caracas,,Estadio Polideportivo de Pueblo Nuevo,Emikar Caldera,Match Report,
,,,,,,,,,,,,
Regular Season,10,Sat,2019-03-23,15:30 (20:30),Dep Anzoátegui,1–3,Trujillanos,,Estadio Olímpico General José Antonio An...,Leonardo Caripa,Match Report,
Regular Season,10,Sat,2019-03-23,16:00 (21:00),LALA,2–3,Deportivo Lara,,Centro Total de Entretenimiento Cachamay,José Argote,Match Report,
Regular Season,10,Sat,2019-03-23,16:00 (21:00),Carabobo,2–1,Dep Táchira,,Estadio Olímpico Rafael Calles Pinto,Ramón Ortega,Match Report,
Regular Season,10,Sat,2019-03-23,16:15 (21:15),Portuguesa,0–1,Zamora,,Estadio General José Antonio Páez,Eduardo Mármol,Match Report,
Regular Season,10,Sun,2019-03-24,15:00 (20:00),Estud Caracas,1–2,Aragua,,Estadio Olímpico Hermanos Ghersi Páez,Juan Soto,Match Report,
Regular Season,10,Sun,2019-03-24,15:30 (20:30),Atlé Venezuela,0–0,Acad Pr Cabello,,Estadio Olímpico General José Antonio An...,Yimmy García,Match Report,
Regular Season,10,Sun,2019-03-24,16:00 (21:00),Mineros,1–1,Zulia,,Centro Total de Entretenimiento Cachamay,Orlando Bracamonte,Match Report,
Regular Season,10,Sun,2019-03-24,16:00 (21:00),Dep La Guaira,5–2,Llaneros,,Estadio Olímpico,Alexis Herrera,Match Report,
Regular Season,10,Sun,2019-03-24,16:00 (21:00),Estud Mérida,3–0,Metropolitanos,,Estadio Olímpico Metropolitano de Mérida,Luis Salas,Match Report,
Regular Season,10,Sun,2019-03-24,17:00 (22:00),Monagas,1–1,Caracas,,Estadio Monumental de Maturín,Jesús Valenzuela,Match Report,
,,,,,,,,,,,,
Regular Season,8,Wed,2019-03-27,15:30 (20:30),Monagas,2–1,Trujillanos,,Estadio Monumental de Maturín,Orlando Bracamonte,Match Report,
,,,,,,,,,,,,
Regular Season,13,Wed,2019-03-27,16:00 (21:00),Zamora,3–0,Llaneros,,Estadio Rafael Agustín Tovar,Luis Salas,Match Report,
,,,,,,,,,,,,
Regular Season,11,Sat,2019-03-30,10:00 (15:00),Zamora,1–1,LALA,,Estadio Rafael Agustín Tovar,Yimmy García,Match Report,
Regular Season,11,Sat,2019-03-30,16:00 (21:00),Caracas,4–2,Mineros,,Estadio Olímpico,José Argote,Match Report,
Regular Season,11,Sat,2019-03-30,16:00 (21:00),Aragua,0–0,Carabobo,,Estadio Olímpico Hermanos Ghersi Páez,Marcos Suárez,Match Report,
Regular Season,11,Sun,2019-03-31,16:00 (22:00),Estud Mérida,1–0,Monagas,,Estadio Olímpico Metropolitano de Mérida,Emikar Caldera,Match Report,
Regular Season,11,Sun,2019-03-31,16:00 (22:00),Deportivo Lara,1–1,Dep La Guaira,,Estadio Metropolitano de Fútbol de Lara,Luis Salas,Match Report,
Regular Season,11,Sun,2019-03-31,16:00 (22:00),Acad Pr Cabello,4–3,Estud Caracas,,Complejo Deportivo Socialista,Isley Delgado,Match Report,
Regular Season,11,Sun,2019-03-31,16:00 (22:00),Metropolitanos,2–2,Llaneros,,Estadio Olímpico,Leonardo Caripa,Match Report,
Regular Season,11,Sun,2019-03-31,16:00 (22:00),Dep Táchira,3–1,Portuguesa,,Estadio Polideportivo de Pueblo Nuevo,Juan Soto,Match Report,
Regular Season,11,Sun,2019-03-31,16:00 (22:00),Trujillanos,1–3,Atlé Venezuela,,Estadio José Alberto Pérez,Yender Herrera,Match Report,
Regular Season,11,Sun,2019-03-31,16:00 (22:00),Zulia,1–0,Dep Anzoátegui,,Estadio José Encarnación Pachencho Romer...,Ramón Ortega,Match Report,
,,,,,,,,,,,,
Regular Season,12,Wed,2019-04-03,15:00 (21:00),Llaneros,2–3,Deportivo Lara,,Estadio Olímpico Rafael Calles Pinto,Yender Herrera,Match Report,
Regular Season,12,Wed,2019-04-03,15:30 (21:30),Estud Caracas,1–2,Trujillanos,,Estadio Olímpico Hermanos Ghersi Páez,Eduardo Mármol,Match Report,
Regular Season,12,Wed,2019-04-03,15:30 (21:30),Dep Anzoátegui,0–3,Caracas,,Estadio Olímpico General José Antonio An...,Emikar Caldera,Match Report,
Regular Season,12,Wed,2019-04-03,16:00 (22:00),LALA,1–0,Dep Táchira,,Centro Total de Entretenimiento Cachamay,Luis Salas,Match Report,
Regular Season,12,Wed,2019-04-03,16:00 (22:00),Monagas,1–1,Metropolitanos,,Estadio Monumental de Maturín,Isley Delgado,Match Report,
Regular Season,12,Wed,2019-04-03,16:00 (22:00),Dep La Guaira,4–0,Zamora,,Estadio Olímpico,Ramón Ortega,Match Report,
Regular Season,12,Wed,2019-04-03,16:00 (22:00),Portuguesa,1–1,Aragua,,Estadio General José Antonio Páez,José Argote,Match Report,
Regular Season,12,Thu,2019-04-04,15:30 (21:30),Atlé Venezuela,0–0,Zulia,,Estadio Olímpico General José Antonio An...,Robert Mosqueda,Match Report,
Regular Season,12,Thu,2019-04-04,16:00 (22:00),Carabobo,1–1,Acad Pr Cabello,,Estadio Olímpico Rafael Calles Pinto,Leonardo Caripa,Match Report,
,,,,,,,,,,,,
Regular Season,13,Sat,2019-04-06,16:00 (22:00),Metropolitanos,0–0,Deportivo Lara,,Estadio Olímpico,Eduardo Mármol,Match Report,
Regular Season,13,Sat,2019-04-06,16:00 (22:00),Aragua,2–0,LALA,,Estadio Olímpico Hermanos Ghersi Páez,Edwing Gómez,Match Report,
Regular Season,13,Sun,2019-04-07,16:00 (22:00),Trujillanos,0–3,Carabobo,,Estadio José Alberto Pérez,Robert Mosqueda,Match Report,
Regular Season,13,Sun,2019-04-07,16:00 (22:00),Estud Mérida,2–1,Dep Anzoátegui,,Estadio Olímpico Metropolitano de Mérida,Yender Herrera,Match Report,
Regular Season,13,Sun,2019-04-07,16:00 (22:00),Caracas,2–2,Atlé Venezuela,,Estadio Olímpico,Orlando Bracamonte,Match Report,
Regular Season,13,Sun,2019-04-07,16:00 (22:00),Zulia,1–1,Estud Caracas,,Estadio José Encarnación Pachencho Romer...,Leonardo Caripa,Match Report,
Regular Season,13,Sun,2019-04-07,16:00 (22:00),Monagas,2–1,Mineros,,Estadio Monumental de Maturín,Ramón Ortega,Match Report,
Regular Season,13,Sun,2019-04-07,16:00 (22:00),Acad Pr Cabello,2–0,Portuguesa,,Complejo Deportivo Socialista,Emikar Caldera,Match Report,
Regular Season,13,Sun,2019-04-07,17:00 (23:00),Dep Táchira,2–1,Dep La Guaira,,Estadio Polideportivo de Pueblo Nuevo,Isley Delgado,Match Report,
,,,,,,,,,,,,
Regular Season,12,Wed,2019-04-10,16:00 (22:00),Mineros,1–0,Estud Mérida,,Centro Total de Entretenimiento Cachamay,Félix Guilarte,Match Report,
,,,,,,,,,,,,
Regular Season,14,Fri,2019-04-12,16:00 (22:00),Carabobo,3–1,Zulia,,Estadio Olímpico Rafael Calles Pinto,Emikar Caldera,Match Report,
Regular Season,14,Sat,2019-04-13,15:30 (21:30),Dep Anzoátegui,3–2,Monagas,,Estadio Olímpico General José Antonio An...,Leonardo Caripa,Match Report,
Regular Season,14,Sat,2019-04-13,16:00 (22:00),LALA,3–1,Acad Pr Cabello,,Centro Total de Entretenimiento Cachamay,Orlando Bracamonte,Match Report,
Regular Season,14,Sat,2019-04-13,16:00 (22:00),Portuguesa,2–2,Trujillanos,,Estadio General José Antonio Páez,Luis Salas,Match Report,
Regular Season,14,Sun,2019-04-14,15:00 (21:00),Llaneros,1–3,Dep Táchira,,Estadio Olímpico Rafael Calles Pinto,Marcos Suárez,Match Report,
Regular Season,14,Sun,2019-04-14,15:00 (21:00),Estud Caracas,0–3,Caracas,,Estadio Olímpico Hermanos Ghersi Páez,Ramón Ortega,Match Report,
Regular Season,14,Sun,2019-04-14,16:00 (22:00),Atlé Venezuela,1–1,Estud Mérida,,Estadio Olímpico General José Antonio An...,Marlon Escalante,Match Report,
Regular Season,14,Sun,2019-04-14,16:00 (22:00),Deportivo Lara,3–0,Zamora,,Estadio Metropolitano de Fútbol de Lara,Edwing Gómez,Match Report,
Regular Season,14,Sun,2019-04-14,16:00 (22:00),Mineros,1–0,Metropolitanos,,Centro Total de Entretenimiento Cachamay,Jesús Valenzuela,Match Report,
Regular Season,14,Sun,2019-04-14,16:00 (22:00),Dep La Guaira,0–0,Aragua,,Estadio Olímpico,Eduardo Mármol,Match Report,
,,,,,,,,,,,,
Regular Season,8,Wed,2019-04-17,15:00 (21:00),Estud Caracas,1–0,Zamora,,Estadio Olímpico Hermanos Ghersi Páez,Robert Mosqueda,Match Report,
Regular Season,8,Wed,2019-04-17,15:30 (21:30),Dep Anzoátegui,3–1,Aragua,,Estadio Olímpico General José Antonio An...,Luis Salas,Match Report,
Regular Season,8,Wed,2019-04-17,16:00 (22:00),Caracas,1–0,Metropolitanos,,Estadio Olímpico,Alexis Herrera,Match Report,
Regular Season,8,Wed,2019-04-17,16:00 (22:00),Mineros,1–2,Acad Pr Cabello,,Centro Total de Entretenimiento Cachamay,Marlon Escalante,Match Report,
Regular Season,8,Wed,2019-04-17,16:00 (22:00),Carabobo,2–1,Deportivo Lara,,Estadio Olímpico Rafael Calles Pinto,Isley Delgado,Match Report,
Regular Season,8,Wed,2019-04-17,16:00 (22:00),Portuguesa,2–2,Llaneros,,Estadio General José Antonio Páez,Yimmy García,Match Report,
Regular Season,8,Thu,2019-04-18,16:00 (22:00),LALA,2–1,Dep La Guaira,,Centro Total de Entretenimiento Cachamay,Yender Herrera,Match Report,
Regular Season,8,Thu,2019-04-18,16:00 (22:00),Atlé Venezuela,1–0,Dep Táchira,,Estadio Olímpico General José Antonio An...,Eduardo Mármol,Match Report,
Regular Season,8,Thu,2019-04-18,16:00 (22:00),Estud Mérida,4–0,Zulia,,Estadio Olímpico Metropolitano de Mérida,Jesús Valenzuela,Match Report,
,,,,,,,,,,,,
Regular Season,15,Sat,2019-04-20,16:00 (22:00),Metropolitanos,2–1,Zamora,,Estadio Olímpico,Emikar Caldera,Match Report,
Regular Season,15,Sun,2019-04-21,16:00 (22:00),Estud Mérida,4–0,Estud Caracas,,Estadio Olímpico Metropolitano de Mérida,Edwing Gómez,Match Report,
Regular Season,15,Sun,2019-04-21,16:00 (22:00),Monagas,2–1,Atlé Venezuela,,Estadio Monumental de Maturín,Marcos Suárez,Match Report,
Regular Season,15,Sun,2019-04-21,16:00 (22:00),Mineros,3–2,Dep Anzoátegui,,Centro Total de Entretenimiento Cachamay,Yimmy García,Match Report,
Regular Season,15,Sun,2019-04-21,16:00 (22:00),Aragua,2–0,Llaneros,,Estadio Olímpico Hermanos Ghersi Páez,Isley Delgado,Match Report,
Regular Season,15,Sun,2019-04-21,16:00 (22:00),Zulia,1–1,Portuguesa,,Estadio José Encarnación Pachencho Romer...,Yender Herrera,Match Report,
Regular Season,15,Sun,2019-04-21,16:00 (22:00),Trujillanos,1–2,LALA,,Estadio José Alberto Pérez,Ramón Ortega,Match Report,
Regular Season,15,Sun,2019-04-21,17:00 (23:00),Dep Táchira,3–1,Deportivo Lara,,Estadio Polideportivo de Pueblo Nuevo,Orlando Bracamonte,Match Report,
Regular Season,15,Sun,2019-04-21,17:00 (23:00),Caracas,0–2,Carabobo,,Estadio Olímpico,Eduardo Mármol,Match Report,
Regular Season,15,Mon,2019-04-22,17:00 (23:00),Acad Pr Cabello,3–3,Dep La Guaira,,Complejo Deportivo Socialista,Leonardo Caripa,Match Report,
,,,,,,,,,,,,
Regular Season,7,Thu,2019-04-25,16:00 (22:00),Deportivo Lara,1–1,Estud Caracas,,Estadio Metropolitano de Fútbol de Lara,Luis Salas,Match Report,
,,,,,,,,,,,,
Regular Season,16,Sat,2019-04-27,15:30 (21:30),Dep Anzoátegui,0–1,Metropolitanos,,Estadio Olímpico General José Antonio An...,Orlando Bracamonte,Match Report,
Regular Season,16,Sat,2019-04-27,16:00 (22:00),Portuguesa,1–1,Caracas,,Estadio General José Antonio Páez,Ángel Arteaga,Match Report,
Regular Season,16,Sat,2019-04-27,16:00 (22:00),Carabobo,0–0,Estud Mérida,,Estadio Olímpico Rafael Calles Pinto,Ramón Ortega,Match Report,
Regular Season,16,Sat,2019-04-27,16:00 (22:00),LALA,3–3,Zulia,,Centro Total de Entretenimiento Cachamay,Isley Delgado,Match Report,
Regular Season,16,Sun,2019-04-28,15:00 (21:00),Estud Caracas,2–2,Monagas,,Estadio Olímpico Hermanos Ghersi Páez,Yender Herrera,Match Report,
Regular Season,16,Sun,2019-04-28,16:00 (22:00),Dep La Guaira,6–0,Trujillanos,,Estadio Olímpico,Edwing Gómez,Match Report,
Regular Season,16,Sun,2019-04-28,16:00 (22:00),Atlé Venezuela,1–1,Mineros,,Estadio Olímpico General José Antonio An...,Alexis Herrera,Match Report,
Regular Season,16,Sun,2019-04-28,16:00 (22:00),Llaneros,3–2,Acad Pr Cabello,,Estadio Olímpico Rafael Calles Pinto,Robert Mosqueda,Match Report,
Regular Season,16,Sun,2019-04-28,17:00 (23:00),Deportivo Lara,1–2,Aragua,,Estadio Metropolitano de Fútbol de Lara,Yimmy García,Match Report,
Regular Season,16,Mon,2019-04-29,17:00 (23:00),Zamora,2–2,Dep Táchira,,Estadio Rafael Agustín Tovar,Jesús Valenzuela,Match Report,
,,,,,,,,,,,,
Regular Season,9,Wed,2019-05-01,16:00 (22:00),Zulia,0–0,Monagas,,Estadio José Encarnación Pachencho Romer...,Robert Mosqueda,Match Report,
,,,,,,,,,,,,
Regular Season,17,Fri,2019-05-03,16:00 (22:00),Aragua,0–2,Zamora,,Estadio Olímpico Hermanos Ghersi Páez,Ramón Ortega,Match Report,
Regular Season,17,Fri,2019-05-03,17:00 (23:00),Acad Pr Cabello,2–0,Deportivo Lara,,Complejo Deportivo Socialista,Marcos Suárez,Match Report,
Regular Season,17,Sat,2019-05-04,15:30 (21:30),Dep Anzoátegui,2–1,Atlé Venezuela,,Estadio Olímpico General José Antonio An...,Emikar Caldera,Match Report,
Regular Season,17,Sat,2019-05-04,16:00 (22:00),Metropolitanos,3–0,Dep Táchira,,Estadio Olímpico,Ángel Arteaga,Match Report,
Regular Season,17,Sun,2019-05-05,16:00 (22:00),Estud Mérida,1–1,Portuguesa,,Estadio Olímpico Metropolitano de Mérida,Leonardo Caripa,Match Report,
Regular Season,17,Sun,2019-05-05,16:00 (22:00),Trujillanos,1–3,Llaneros,,Estadio José Alberto Pérez,Yender Herrera,Match Report,
Regular Season,17,Sun,2019-05-05,16:00 (22:00),Zulia,1–0,Dep La Guaira,,Estadio José Encarnación Pachencho Romer...,Luis Salas,Match Report,
Regular Season,17,Sun,2019-05-05,16:00 (22:00),Mineros,2–1,Estud Caracas,,Centro Total de Entretenimiento Cachamay,Eduardo Mármol,Match Report,
Regular Season,17,Sun,2019-05-05,17:00 (23:00),Caracas,2–2,LALA,,Estadio Olímpico,Orlando Bracamonte,Match Report,
Regular Season,17,Sun,2019-05-05,17:00 (23:00),Monagas,2–4,Carabobo,,Estadio Monumental de Maturín,Jesús Valenzuela,Match Report,
,,,,,,,,,,,,
Regular Season,18,Sat,2019-05-11,16:00 (22:00),Metropolitanos,0–1,Atlé Venezuela,,Estadio Olímpico,Ramón Ortega,Match Report,
